Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-03-05 00:00:00-05:00,0.0,0.19806915521621704,0.19806915521621704,0.19806915521621704,15000,0.0,0.0
1997-03-06 00:00:00-05:00,0.19806915521621704,0.19806915521621704,0.19806915521621704,0.19806915521621704,0,0.0,0.0
1997-03-07 00:00:00-05:00,0.19806915521621704,0.19806915521621704,0.19806915521621704,0.19806915521621704,0,0.0,0.0
1997-03-10 00:00:00-05:00,0.0,0.21457482874393463,0.21457482874393463,0.21457482874393463,24000,0.0,0.0
1997-03-11 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-12 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-13 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-14 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-17 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-18 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-19 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-20 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-21 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-24 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-25 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-26 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-27 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-03-31 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-01 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-02 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-03 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-04 00:00:00-05:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-07 00:00:00-04:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-08 00:00:00-04:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-09 00:00:00-04:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-10 00:00:00-04:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-11 00:00:00-04:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-14 00:00:00-04:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-15 00:00:00-04:00,0.21457482874393463,0.21457482874393463,0.21457482874393463,0.21457482874393463,0,0.0,0.0
1997-04-16 00:00:00-04:00,0.0,0.1962350308895111,0.1962350308895111,0.1962350308895111,15000,0.0,0.0
1997-04-17 00:00:00-04:00,0.1962350308895111,0.1962350308895111,0.1962350308895111,0.1962350308895111,0,0.0,0.0
1997-04-18 00:00:00-04:00,0.1962350308895111,0.1962350308895111,0.1962350308895111,0.1962350308895111,0,0.0,0.0
1997-04-21 00:00:00-04:00,0.1962350308895111,0.1962350308895111,0.1962350308895111,0.1962350308895111,0,0.0,0.0
1997-04-22 00:00:00-04:00,0.1962350308895111,0.1962350308895111,0.1962350308895111,0.1962350308895111,0,0.0,0.0
1997-04-23 00:00:00-04:00,0.0,0.20632199943065643,0.20632199943065643,0.20632199943065643,9000,0.0,0.0
1997-04-24 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-04-25 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-04-28 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-04-29 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-04-30 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-01 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-02 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-05 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-06 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-07 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-08 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-09 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-12 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-13 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-14 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-15 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-16 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-19 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-20 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-21 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
1997-05-22 00:00:00-04:00,0.20632199943065643,0.20632199943065643,0.20632199943065643,0.20632199943065643,0,0.0,0.0
